Sequence,Ciphertext_Entropy,IV_Length,IV_Entropy,Exec_Time,Secure
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.879,12,7.986,1.581,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.737,16,1.551,1.69,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.067,16,3.869,0.598,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.947,16,7.985,1.844,1
Cipher.getInstance -> Cipher.doFinal,6.321,16,3.298,0.201,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.426,0,0.0,1.412,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.814,0,0.0,0.746,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.686,0,0.0,1.364,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.778,16,7.709,1.895,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.921,16,7.802,2.222,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.916,12,7.954,0.837,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.775,16,3.431,1.975,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.98,16,7.889,0.957,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.138,0,0.0,0.951,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.93,12,7.836,2.03,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.99,16,7.959,0.706,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.612,16,7.953,1.31,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.9,16,7.857,2.407,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.624,16,7.697,0.782,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.993,0,0.0,0.492,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.881,12,7.963,0.824,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.653,16,7.859,0.707,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.834,16,7.992,1.235,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.289,16,4.334,1.102,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.947,12,7.955,1.551,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.957,12,7.944,2.209,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.225,16,1.252,0.65,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.199,0,0.0,0.891,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.965,12,7.811,0.804,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.688,0,0.0,0.814,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.447,0,0.0,1.314,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.57,16,7.753,1.799,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.709,16,1.46,1.364,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.65,16,7.756,0.806,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.979,16,7.955,1.893,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.293,0,0.0,0.376,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.942,16,7.915,2.056,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.897,16,7.745,1.401,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.665,16,3.673,0.876,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.972,12,7.904,1.074,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.971,16,7.988,1.454,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.155,0,0.0,0.899,0
Cipher.getInstance -> Cipher.doFinal,7.695,16,4.369,0.231,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.446,16,1.354,0.582,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.032,0,0.0,1.127,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.923,12,7.95,1.853,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.869,0,0.0,1.061,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.902,16,7.893,2.403,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.654,16,4.136,0.412,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.861,16,7.952,1.946,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.49,0,0.0,0.567,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.142,16,2.885,0.753,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.915,12,7.808,2.137,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.906,12,7.948,1.125,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.777,0,0.0,0.605,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.966,16,7.995,1.764,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.535,16,7.985,1.379,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.32,0,0.0,1.025,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.98,12,7.993,1.109,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.931,16,7.833,2.027,1
Cipher.getInstance -> Cipher.doFinal,6.4,0,7.246,0.36,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.667,16,2.946,1.342,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.956,12,7.837,2.375,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.981,0,0.0,0.42,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.991,16,7.902,2.348,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.976,16,7.953,0.714,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.868,16,7.996,1.516,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.311,16,2.88,0.827,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.155,0,0.0,1.328,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.871,12,7.903,2.213,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.976,16,7.929,1.979,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.921,16,7.876,2.23,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.52,16,7.864,1.949,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.922,12,7.88,1.676,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.973,16,7.923,2.245,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.99,12,7.962,2.269,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.852,16,7.877,0.704,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.847,16,7.743,1.647,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.986,12,7.88,1.423,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.998,12,7.88,1.613,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.223,0,0.0,1.11,0
Cipher.getInstance -> Cipher.doFinal,7.046,0,2.836,0.298,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.949,16,7.945,0.691,1
Cipher.getInstance -> Cipher.doFinal,6.676,0,3.159,0.27,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.169,0,0.0,0.541,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.854,16,7.81,0.561,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.094,0,0.0,1.483,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.97,12,7.965,0.52,1
Cipher.getInstance -> Cipher.doFinal,7.463,0,1.913,0.426,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.89,16,7.964,1.392,1
Cipher.getInstance -> Cipher.doFinal,7.5,0,5.458,0.211,0
Cipher.getInstance -> Cipher.doFinal,5.715,0,6.209,0.135,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.9,16,7.827,1.123,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.933,12,7.976,2.251,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.141,16,3.4,1.246,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.991,12,7.96,2.287,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.122,0,0.0,0.534,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.647,16,7.904,0.793,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.865,12,7.844,1.729,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.91,16,7.984,1.058,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.457,16,3.788,0.853,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.835,0,0.0,0.773,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.866,12,7.825,2.067,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.397,0,0.0,0.847,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.491,16,1.067,1.051,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.875,16,7.941,0.851,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.343,16,2.914,0.557,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.894,16,7.932,1.326,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.972,12,7.853,1.465,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.858,12,7.822,2.352,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.766,16,7.593,0.991,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.93,16,7.89,1.723,1
Cipher.getInstance -> Cipher.doFinal,6.729,0,0.715,0.227,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.679,0,0.0,0.307,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.97,16,7.948,2.196,1
Cipher.getInstance -> Cipher.doFinal,5.5,0,4.361,0.262,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.312,16,4.227,0.873,0
Cipher.getInstance -> Cipher.doFinal,6.987,16,1.02,0.155,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.95,16,7.814,0.672,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.949,12,7.908,1.173,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.767,16,1.694,0.569,0
Cipher.getInstance -> Cipher.doFinal,5.578,16,4.835,0.28,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.967,16,7.819,2.471,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.949,12,7.859,0.614,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.479,0,0.0,0.465,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.149,16,1.409,0.891,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.904,16,7.985,1.416,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.89,16,7.827,0.833,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.851,12,7.811,1.856,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.698,16,7.964,1.088,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.858,12,7.868,1.794,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.934,12,7.964,1.128,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.533,0,0.0,1.31,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.9,12,7.866,1.589,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.88,16,7.871,0.718,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.447,16,2.811,0.638,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.409,16,2.577,1.85,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.272,0,0.0,1.124,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.564,16,7.524,1.022,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.317,0,0.0,1.323,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.915,16,7.835,2.039,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.92,16,7.947,0.878,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.517,0,0.0,0.878,0
Cipher.getInstance -> Cipher.doFinal,5.432,0,7.136,0.115,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.015,0,0.0,0.639,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.973,12,7.929,1.579,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.222,0,0.0,0.927,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.882,16,7.861,1.302,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.795,16,7.594,1.481,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.936,12,7.809,1.399,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.932,12,7.998,2.137,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.947,12,7.873,1.944,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.992,16,7.974,1.404,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.299,0,0.0,0.427,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.8,0,0.0,0.717,0
Cipher.getInstance -> Cipher.doFinal,7.537,16,3.672,0.21,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.87,12,7.885,0.524,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.981,12,7.878,0.635,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.174,16,1.446,1.154,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.933,16,7.963,1.516,1
Cipher.getInstance -> Cipher.doFinal,6.169,0,6.687,0.412,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.732,16,7.871,0.731,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.239,16,3.017,1.684,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.935,12,7.812,1.587,1
Cipher.getInstance -> Cipher.doFinal,7.319,16,3.858,0.289,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.89,16,7.853,0.881,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.935,12,7.901,0.519,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.526,16,7.603,1.938,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.992,16,7.828,1.846,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.897,16,7.979,1.472,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.834,16,7.858,1.817,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.999,12,7.984,0.995,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.88,16,7.81,1.311,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.966,12,7.981,0.528,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.338,16,4.294,1.115,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.136,0,0.0,0.323,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.977,16,7.921,1.866,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.971,16,7.936,2.443,1
Cipher.getInstance -> Cipher.doFinal,6.725,0,7.779,0.18,0
Cipher.getInstance -> Cipher.doFinal,6.475,0,5.701,0.316,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.974,12,7.913,0.695,1
Cipher.getInstance -> Cipher.doFinal,7.189,16,6.591,0.439,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.994,12,7.804,1.872,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.872,12,7.818,1.765,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.976,12,7.814,1.187,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.946,16,7.877,1.972,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.712,16,7.597,1.835,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.883,16,7.711,1.89,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.606,0,0.0,0.679,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.919,12,7.995,0.643,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.493,16,2.126,1.285,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.96,16,7.852,1.236,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.97,16,7.895,0.597,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.762,16,7.525,1.848,0
Cipher.getInstance -> Cipher.doFinal,6.483,0,6.863,0.271,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.852,12,7.845,2.222,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.944,12,7.945,1.615,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.531,16,1.018,1.773,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.641,16,7.982,1.899,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.911,16,7.864,1.18,1
Cipher.getInstance -> Cipher.doFinal,5.659,16,2.517,0.111,0
Cipher.getInstance -> Cipher.doFinal,5.021,16,5.925,0.433,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.57,16,7.868,0.744,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.986,0,0.0,0.972,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.059,16,4.307,1.332,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.865,12,7.974,1.711,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.587,0,0.0,1.439,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.922,12,7.904,1.317,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.985,16,7.957,1.216,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.935,0,0.0,1.065,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.957,12,7.877,2.271,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.754,0,0.0,0.841,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.861,16,7.867,1.055,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.558,16,3.957,1.386,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.851,16,7.876,1.652,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.113,16,3.941,1.011,0
Cipher.getInstance -> Cipher.doFinal,6.955,16,3.082,0.418,0
Cipher.getInstance -> Cipher.doFinal,5.801,0,0.185,0.455,0
Cipher.getInstance -> Cipher.doFinal,5.599,0,0.803,0.312,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.972,12,7.936,1.179,1
Cipher.getInstance -> Cipher.doFinal,5.934,0,3.913,0.495,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.946,12,7.955,1.933,1
Cipher.getInstance -> Cipher.doFinal,6.641,16,0.054,0.465,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.996,12,7.868,2.023,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.887,16,7.947,0.948,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.849,0,0.0,0.955,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.702,16,7.629,1.698,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.948,16,7.958,1.435,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.049,16,3.561,1.299,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.937,16,7.949,0.895,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.925,16,7.837,2.222,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.838,16,7.87,0.811,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.862,12,7.837,0.908,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.276,0,0.0,0.64,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.935,12,7.821,1.746,1
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.815,16,7.857,0.82,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.965,12,7.996,0.707,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.871,12,7.921,1.564,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.896,16,7.839,0.579,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.961,16,7.876,1.444,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.481,16,4.465,0.619,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.606,16,7.576,1.981,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.919,16,7.814,1.383,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.451,16,1.948,1.147,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.939,12,7.991,0.966,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.361,16,1.795,1.944,0
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.411,16,2.494,0.518,0
SecureRandom.setSeed -> Cipher.getInstance -> Cipher.init,7.733,16,7.668,1.97,0
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.981,16,7.926,1.462,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.962,16,7.809,1.77,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.971,16,7.992,1.882,1
Cipher.getInstance -> Cipher.doFinal,6.667,0,2.583,0.274,0
Cipher.getInstance -> Cipher.doFinal,7.034,0,3.403,0.287,0
Cipher.getInstance -> Cipher.doFinal,6.329,16,4.689,0.272,0
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,6.675,0,0.0,0.611,0
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.93,16,7.974,0.63,1
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.956,16,7.812,1.527,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.902,12,7.924,0.774,1
SecureRandom.nextBytes -> Cipher.getInstance -> Cipher.init,7.947,12,7.905,1.482,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.007,0,0.0,1.094,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.99,16,7.974,2.206,1
Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.642,16,2.304,1.672,0
MessageDigest.getInstance -> MessageDigest.update -> MessageDigest.digest,7.974,12,7.825,0.815,1
KeyGen.init -> Mac.getInstance -> Mac.init -> Mac.doFinal,7.871,16,7.806,1.428,1
KeyGen.init -> Cipher.getInstance -> Cipher.init -> Cipher.doFinal,7.993,16,7.89,2.328,1
